date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:03:33	8122/8122	---M--	200	added ('OK')	application/javascript	date:Fri,%2019%20Jan%202024%2010:03:33%20GMT	https://www.oikoscrap.com.ar/assets/js/bootstrap-notify.min.js	oikoscrap.com.ar/oikoscrap/www.oikoscrap.com.ar/assets/js/bootstrap-notify.min.js	(from )
07:03:33	6078/6078	---M--	200	added ('OK')	application/javascript	date:Fri,%2019%20Jan%202024%2010:03:33%20GMT	https://www.oikoscrap.com.ar/assets/js/toastr.min.js	oikoscrap.com.ar/oikoscrap/www.oikoscrap.com.ar/assets/js/toastr.min.js	(from )
07:03:33	8327/8327	---M--	200	added ('OK')	application/javascript	date:Fri,%2019%20Jan%202024%2010:03:33%20GMT	https://www.oikoscrap.com.ar/assets/js/services/services.js	oikoscrap.com.ar/oikoscrap/www.oikoscrap.com.ar/assets/js/services/services.js	(from )
07:03:34	2945/2945	---M--	200	added ('OK')	application/javascript	date:Fri,%2019%20Jan%202024%2010:03:33%20GMT	https://www.oikoscrap.com.ar/assets/js/services/email.js	oikoscrap.com.ar/oikoscrap/www.oikoscrap.com.ar/assets/js/services/email.js	(from )
07:03:34	395/395	---M--	200	added ('OK')	application/javascript	date:Fri,%2019%20Jan%202024%2010:03:34%20GMT	https://www.oikoscrap.com.ar/assets/js/services/search.js	oikoscrap.com.ar/oikoscrap/www.oikoscrap.com.ar/assets/js/services/search.js	(from )
07:03:34	24867/24867	---M--	200	added ('OK')	application/javascript	date:Fri,%2019%20Jan%202024%2010:03:34%20GMT	https://www.oikoscrap.com.ar/assets/js/services/products.js	oikoscrap.com.ar/oikoscrap/www.oikoscrap.com.ar/assets/js/services/products.js	(from )
07:03:34	4127/4127	---M--	200	added ('OK')	application/javascript	date:Fri,%2019%20Jan%202024%2010:03:34%20GMT	https://www.oikoscrap.com.ar/assets/js/services/user.js	oikoscrap.com.ar/oikoscrap/www.oikoscrap.com.ar/assets/js/services/user.js	(from )
07:03:35	11670/11670	---M--	200	added ('OK')	application/javascript	date:Fri,%2019%20Jan%202024%2010:03:34%20GMT	https://www.oikoscrap.com.ar/assets/js/services/cart.js	oikoscrap.com.ar/oikoscrap/www.oikoscrap.com.ar/assets/js/services/cart.js	(from )
07:03:35	12750/12750	---M--	200	added ('OK')	application/javascript	date:Fri,%2019%20Jan%202024%2010:03:35%20GMT	https://www.oikoscrap.com.ar/assets/js/sticky/sticky-sidebar.min.js	oikoscrap.com.ar/oikoscrap/www.oikoscrap.com.ar/assets/js/sticky/sticky-sidebar.min.js	(from )
07:03:35	54193/54193	---M--	200	added ('OK')	application/javascript	date:Fri,%2019%20Jan%202024%2010:03:35%20GMT	https://www.oikoscrap.com.ar/assets/theme/js/flickity.pkgd.min.js	oikoscrap.com.ar/oikoscrap/www.oikoscrap.com.ar/assets/theme/js/flickity.pkgd.min.js	(from )
07:03:35	6485/6485	---M--	200	added ('OK')	text/css	date:Fri,%2019%20Jan%202024%2010:03:35%20GMT	https://www.oikoscrap.com.ar/assets/theme/css/normalize.css	oikoscrap.com.ar/oikoscrap/www.oikoscrap.com.ar/assets/theme/css/normalize.css	(from https://www.oikoscrap.com.ar/)
07:03:36	148099/148099	---M--	200	added ('OK')	image/jpeg	date:Fri,%2019%20Jan%202024%2010:03:36%20GMT	https://www.oikoscrap.com.ar/assets/theme/img/images/logistic3.jpg	oikoscrap.com.ar/oikoscrap/www.oikoscrap.com.ar/assets/theme/img/images/logistic3.jpg	(from https://www.oikoscrap.com.ar/)
07:03:36	620572/620572	---M--	200	added ('OK')	image/png	date:Fri,%2019%20Jan%202024%2010:03:35%20GMT	https://www.oikoscrap.com.ar/assets/theme/img/images/world-map.png	oikoscrap.com.ar/oikoscrap/www.oikoscrap.com.ar/assets/theme/img/images/world-map.png	(from https://www.oikoscrap.com.ar/)
07:03:37	18040/18040	---M--	200	added ('OK')	image/webp	date:Fri,%2029%20Jul%202022%2019:46:06%20GMT	https://www.oikoscrap.com.ar/assets/archivos/recortadas/empresa_3819eb6f5a_es.webp	oikoscrap.com.ar/oikoscrap/www.oikoscrap.com.ar/assets/archivos/recortadas/empresa_3819eb6f5a_es.webp	(from https://www.oikoscrap.com.ar/)
07:03:37	33559/33559	---MC-	200	added ('OK')	text/html	date:Fri,%2019%20Jan%202024%2010:03:36%20GMT	https://www.oikoscrap.com.ar/c/empresa/nosotros/1	oikoscrap.com.ar/oikoscrap/www.oikoscrap.com.ar/c/empresa/nosotros/1.html	(from https://www.oikoscrap.com.ar/)
07:03:37	33659/33659	---MC-	200	added ('OK')	text/html	date:Fri,%2019%20Jan%202024%2010:03:36%20GMT	https://www.oikoscrap.com.ar/c/empresa/nosotros/info@oikoscrap.com.ar	oikoscrap.com.ar/oikoscrap/www.oikoscrap.com.ar/c/empresa/nosotros/info_oikoscrap.com.html	(from https://www.oikoscrap.com.ar/)
07:03:38	20374/20374	---M--	200	added ('OK')	image/webp	date:Fri,%2029%20Jul%202022%2020:08:50%20GMT	https://www.oikoscrap.com.ar/assets/archivos/recortadas/soluciones_7b9e78d9fe_es.webp	oikoscrap.com.ar/oikoscrap/www.oikoscrap.com.ar/assets/archivos/recortadas/soluciones_7b9e78d9fe_es.webp	(from https://www.oikoscrap.com.ar/)
07:03:38	33787/33787	---MC-	200	added ('OK')	text/html	date:Fri,%2019%20Jan%202024%2010:03:37%20GMT	https://www.oikoscrap.com.ar/c/soluciones/soluciones/info@oikoscrap.com.ar	oikoscrap.com.ar/oikoscrap/www.oikoscrap.com.ar/c/soluciones/soluciones/info_oikoscrap.com.html	(from https://www.oikoscrap.com.ar/)
07:03:38	33687/33687	---MC-	200	added ('OK')	text/html	date:Fri,%2019%20Jan%202024%2010:03:37%20GMT	https://www.oikoscrap.com.ar/c/soluciones/soluciones/1	oikoscrap.com.ar/oikoscrap/www.oikoscrap.com.ar/c/soluciones/soluciones/1.html	(from https://www.oikoscrap.com.ar/)
07:03:38	57528/57528	---M--	200	added ('OK')	image/webp	date:Fri,%2029%20Jul%202022%2020:08:14%20GMT	https://www.oikoscrap.com.ar/assets/archivos/recortadas/soluciones_42dac4e177_es.webp	oikoscrap.com.ar/oikoscrap/www.oikoscrap.com.ar/assets/archivos/recortadas/soluciones_42dac4e177_es.webp	(from https://www.oikoscrap.com.ar/)
07:03:38	33742/33742	---MC-	200	added ('OK')	text/html	date:Fri,%2019%20Jan%202024%2010:03:38%20GMT	https://www.oikoscrap.com.ar/c/certificados/certificados/info@oikoscrap.com.ar	oikoscrap.com.ar/oikoscrap/www.oikoscrap.com.ar/c/certificados/certificados/info_oikoscrap.com.html	(from https://www.oikoscrap.com.ar/)
07:03:38	33642/33642	---MC-	200	added ('OK')	text/html	date:Fri,%2019%20Jan%202024%2010:03:38%20GMT	https://www.oikoscrap.com.ar/c/certificados/certificados/1	oikoscrap.com.ar/oikoscrap/www.oikoscrap.com.ar/c/certificados/certificados/1.html	(from https://www.oikoscrap.com.ar/)
07:03:39	20374/20374	---M--	200	added ('OK')	image/webp	date:Sat,%2030%20Jul%202022%2013:14:28%20GMT	https://www.oikoscrap.com.ar/assets/archivos/recortadas/certificados_3e8174e0ed_es.webp	oikoscrap.com.ar/oikoscrap/www.oikoscrap.com.ar/assets/archivos/recortadas/certificados_3e8174e0ed_es.webp	(from https://www.oikoscrap.com.ar/)
07:03:39	31292/31292	---MC-	200	added ('OK')	text/html	date:Fri,%2019%20Jan%202024%2010:03:39%20GMT	https://www.oikoscrap.com.ar/c/info@oikoscrap.com.ar	oikoscrap.com.ar/oikoscrap/www.oikoscrap.com.ar/c/info_oikoscrap.com.html	(from https://www.oikoscrap.com.ar/)
07:03:39	31192/31192	---MC-	200	added ('OK')	text/html	date:Fri,%2019%20Jan%202024%2010:03:39%20GMT	https://www.oikoscrap.com.ar/c/1	oikoscrap.com.ar/oikoscrap/www.oikoscrap.com.ar/c/1.html	(from https://www.oikoscrap.com.ar/)
07:03:39	10110/10110	---M--	200	added ('OK')	image/webp	date:Fri,%2029%20Jul%202022%2019:53:02%20GMT	https://www.oikoscrap.com.ar/assets/archivos/recortadas/novedades_94df081639_es.webp	oikoscrap.com.ar/oikoscrap/www.oikoscrap.com.ar/assets/archivos/recortadas/novedades_94df081639_es.webp	(from https://www.oikoscrap.com.ar/)
07:03:40	11416/11416	---M--	200	added ('OK')	image/webp	date:Fri,%2029%20Jul%202022%2019:52:56%20GMT	https://www.oikoscrap.com.ar/assets/archivos/recortadas/contacto_643da717ad_es.webp	oikoscrap.com.ar/oikoscrap/www.oikoscrap.com.ar/assets/archivos/recortadas/contacto_643da717ad_es.webp	(from https://www.oikoscrap.com.ar/)
